genus,FFG_fi,FFG_ga,FFG_sh,FFG_sc,FFG_pr,HTG_bu,HTG_cm,HTG_cn,HTG_sp,HTG_sw
Oligoneuria,1,0,0,0,0,1,0,0,0,0
Oligoneuriella,1,0,0,0,0,1,0,0,0,0
Oligophlebodes,0,1,0,1,0,0,0,1,0,0
Oligoplectrum,0,1,0,0,0,1,0,0,0,0
Oligostomis,0,0,1,0,1,0,1,0,0,0
Oligotricha,0,0,1,0,0,0,1,0,0,0
Olinga,0,0,0,0,0,0,0,0,0,0
Olpogastra,0,0,0,0,1,0,0,0,1,0
Oniscigaster,0,0,0,0,0,0,0,0,0,0
Onocosmoecus,0,0,1,0,0,0,1,0,0,0
Onychargia,0,0,0,0,0,0,0,0,0,0
Onychogomphus,0,0,0,0,1,1,0,0,0,0
Onychothemis,0,0,0,0,1,0,0,0,1,0
Ophiogomphus,0,0,0,0,1,1,0,0,0,0
Oplonaeschna,0,0,0,0,1,0,1,0,0,0
Orchithemis,0,0,0,0,1,0,1,0,1,0
Oreiallagma,0,0,0,0,0,0,0,0,0,0
Oreocnemis,0,0,0,0,1,0,0,1,1,0
Orientogomphus,0,0,0,0,1,1,0,0,0,0
Oristicta,0,0,0,0,0,0,0,0,0,0
Ormenophlebia,0,0,0,0,0,0,0,0,0,0
Orolestes,0,0,0,0,1,0,1,1,0,0
Oroperla,0,0,0,0,1,0,0,1,0,0
Orphninotrichia,0,1,1,0,0,0,0,1,0,0
Orthemis,0,0,0,0,1,0,1,1,1,0
Orthetrum,0,0,0,0,1,0,1,1,1,0
Orthopsyche,1,0,0,0,1,0,0,1,0,0
Orthotrichia,0,1,1,0,0,0,0,1,0,0
Oxyagrion,0,0,0,0,1,0,1,1,1,0
Oxyallagma,0,0,0,0,1,0,1,0,1,0
Oxyethira,0,1,1,0,0,0,0,1,0,0
Oxygastra,0,0,0,0,0,0,0,0,0,0
Oxystigma,0,0,0,0,0,0,0,0,0,0
Oxythemis,0,0,0,0,1,0,1,1,1,0
Oyamia,0,0,0,0,1,0,0,1,0,1
Pachydiplax,0,0,0,0,1,0,1,1,1,0
Pachyleuctra,0,0,1,0,0,0,0,1,0,0
Paduniella,0,1,1,1,0,0,0,1,0,0
Paegniodes,0,1,0,1,0,0,0,1,0,0
Palaemnema,0,0,0,0,0,0,0,0,0,0
Palaiargia,0,0,0,0,0,0,0,0,0,0
Palingenia,0,0,0,0,0,0,0,0,0,0
Palpopleura,0,0,0,0,1,0,1,1,1,0
Paltothemis,0,0,0,0,1,0,1,1,1,0
Paniplax,0,0,0,0,0,0,0,0,0,0
Pantala,0,0,0,0,1,0,1,1,1,0
Papagnetina,0,0,0,0,1,0,0,1,0,1
Papuagrion,0,0,0,0,1,0,1,1,0,0
Paracapnia,0,0,1,0,0,0,0,1,0,0
Paracercion,0,0,0,0,1,0,1,1,0,0
Parachiona,0,0,1,1,1,0,0,1,1,0
Paracinygmula,0,0,0,0,0,0,0,0,0,0
Paracloeodes,0,1,0,1,0,0,1,1,0,1
Paracordulia,0,0,0,0,1,0,1,0,1,0
Paragnetina,0,0,0,0,0,0,0,0,0,0
Paragomphus,0,0,0,0,1,1,0,1,0,0
Paraleptophlebia,0,1,1,0,0,1,0,1,1,1
Paraleuctra,0,0,1,0,0,0,0,1,0,0
Parameletus,0,0,0,0,0,0,1,0,0,1
Paranyctiophylax,1,0,1,0,1,0,0,1,0,0
Paraperla,0,0,0,0,1,0,0,1,0,0
Paraphlebia,0,0,0,0,0,0,0,0,0,0
Paraphlegopteryx,0,0,0,0,0,0,0,0,0,0
Parapsyche,1,0,0,0,1,0,0,1,0,0
Parasericostoma,0,1,1,0,0,1,0,0,1,0
Parasetodes,0,1,0,0,1,1,1,1,1,1
Parasynthemis,0,0,0,0,0,0,0,0,0,0
Parazyxomma,0,0,0,0,1,0,1,1,1,0
Paroxyethira,0,1,1,0,0,0,0,1,0,0
Paucicalcaria,0,0,0,0,1,0,1,0,0,0
Paulianodes,0,0,0,0,0,0,0,0,0,0
Pedomoecus,0,0,0,1,0,0,0,1,0,0
Peltoperla,0,0,1,0,0,0,0,1,1,0
Peltoperlopsis,0,0,1,0,0,0,0,1,0,0
Pelurgoperla,0,0,0,0,0,0,0,0,0,0
Penaphlebia,0,0,0,0,0,0,0,0,0,0
Pentagenia,1,1,0,0,0,1,0,0,0,0
Pentaphlebia,0,0,0,0,0,0,0,0,0,0
Pentathemis,0,0,0,0,1,0,1,0,1,0
Penturoperla,0,0,0,0,1,0,0,1,0,0
Periaeschna,0,0,0,0,1,0,1,1,0,0
Pericnemis,0,0,0,0,1,0,1,0,1,0
Perigomphus,0,0,0,0,1,1,0,1,0,0
Perilestes,0,0,0,0,0,0,0,0,0,0
Periomyia,0,0,0,0,0,0,0,0,0,0
Perissogomphus,0,0,0,0,1,1,0,1,0,0
Perissolestes,0,0,0,0,0,0,0,0,0,0
Perissophlebiodes,0,1,1,0,0,0,0,1,1,0
Peristicta,0,0,0,0,1,0,1,1,1,0
Perithemis,0,0,0,0,1,0,1,1,1,0
Perla,0,0,0,0,0,0,0,0,0,0
Perlesta,0,0,1,1,1,0,0,1,0,1
Perlinella,0,0,0,0,1,0,0,1,0,1
Perlinodes,0,0,0,0,1,0,0,1,0,0
Perlodes,0,0,0,0,1,0,0,1,0,0
Perlomyia,0,0,0,0,1,0,0,1,0,0
Peruviogomphus,0,0,0,0,1,1,0,1,0,0
Petaliaeschna,0,0,0,0,1,0,1,1,0,0
Petalura,0,0,0,0,0,0,0,0,0,0
Petroplax,0,1,1,0,0,1,0,0,1,0
Petrothrincus,0,0,0,0,0,0,0,0,0,0
Peuomyia,0,0,0,0,0,0,0,0,0,0
Phacopteryx,0,0,0,0,0,0,0,0,0,0
Phaenandrogomphus,0,0,1,1,0,0,0,0,0,1
Phanogomphus,0,0,1,1,0,0,0,0,0,1
Phaon,0,0,0,0,1,0,1,0,0,0
Phasmoneura,0,0,0,0,1,0,1,1,1,1
Phenes,0,0,0,0,0,0,0,0,0,0
Philarctus,0,0,1,1,1,0,0,1,1,0
Philocrena,0,0,0,1,1,0,0,1,1,0
Philoganga,0,0,0,0,0,0,0,0,0,0
Philogenia,0,0,0,0,0,0,0,0,0,0
Philopotamus,1,0,0,1,0,0,0,1,0,0
Philorheithrus,0,0,0,0,0,0,0,0,0,0
Philosina,0,0,0,0,0,0,0,0,0,0
Phoenicagrion,0,0,0,0,1,0,1,1,1,0
Phryganea,0,0,1,0,1,0,1,0,0,0
Phryganopsyche,0,0,0,0,0,0,0,0,0,0
Phyllocycla,0,0,0,0,1,1,0,1,0,0
Phyllogomphoides,0,0,0,0,1,1,0,1,0,0
Phyllogomphus,0,0,0,0,1,1,0,1,0,0
Phylloicus,0,0,1,0,0,0,0,0,1,0
Phyllomacromia,0,0,0,0,1,0,0,0,1,0
Phyllothemis,0,0,0,0,1,0,1,0,1,0
Phylocentropus,1,0,0,0,0,1,0,0,0,0
Phylolestes,0,0,0,0,0,0,0,0,0,0
Pictetiella,0,0,0,0,1,0,0,1,0,0
Pictetoperla,0,0,0,0,0,0,0,0,0,0
Pinheyagrion,0,0,0,0,1,0,0,0,0,0
Pinheyschna,0,0,0,0,1,0,1,1,0,0
Planaeschna,0,0,0,0,1,0,1,1,0,0
Planiplax,0,0,0,0,1,0,1,1,1,0
Plano,1,0,0,0,1,0,0,0,1,1
Plathemis,0,0,0,0,1,0,1,1,1,0
Platybaetis,0,1,0,1,0,0,1,1,0,1
Platycentropus,0,0,1,0,0,0,1,0,0,0
Platycnemis,0,0,0,0,0,0,0,0,0,0
Platycypha,0,0,0,0,0,0,0,0,0,0
Platylestes,0,0,0,0,1,0,1,0,0,1
Platyphylax,0,0,1,1,0,0,1,0,1,0
Platysticta,0,0,0,0,0,0,0,0,0,0
Plauditus,0,0,1,1,0,0,0,1,0,1
Plectrocnemia,1,0,0,0,1,0,0,1,0,0
Plectrotarsus,0,0,0,0,0,0,0,0,0,0
Plumiperla,0,0,0,0,1,0,0,1,0,0
Podmosta,0,0,1,0,0,0,1,0,0,0
Podolestes,0,0,0,0,0,0,0,0,0,0
Podopteryx,0,0,1,1,0,0,0,0,0,1
Poecilophlebia,1,0,0,0,1,0,0,0,1,1
Polycanthagyna,0,0,0,0,1,0,1,1,0,0
Polycentropus,1,0,1,0,1,0,0,1,0,0
Polymorphanisus,1,0,0,0,1,0,0,1,0,1
Polyplectropus,0,0,1,1,0,0,0,1,0,0
Polyplocia,1,0,0,0,1,0,0,0,1,1
Polythore,0,0,1,1,0,0,0,0,0,1
Pontoperla,0,0,0,0,1,0,0,1,0,1
Poranga,0,1,1,0,0,1,0,1,1,1
Pornothemis,0,0,0,0,1,0,1,1,1,1
Porpax,0,0,1,1,0,0,0,0,0,1
Potamanthellus,0,1,0,0,0,0,0,1,0,0
Potamanthus,0,1,0,0,0,0,0,1,1,0
Potamarcha,0,0,0,0,1,0,1,1,1,1
Potamophylax,0,0,1,1,1,0,0,1,1,0
Potamyia,1,0,0,0,1,0,0,1,0,1
Povilla,1,1,0,0,0,1,0,0,0,0
Prebaetodes,0,1,0,1,0,0,1,1,0,1
Priasthenopus,0,0,0,0,0,0,0,0,0,0
Procloeon,0,1,0,1,0,0,1,1,0,1
Procordulia,0,0,0,0,1,0,1,0,1,1
Prodasineura,0,0,1,1,0,0,0,0,0,1
Progomphus,0,0,0,0,1,1,0,1,0,1
Proischnura,0,0,0,0,1,0,1,1,1,1
Prosopistoma,1,0,0,0,1,0,0,0,1,1
Prostoia,0,1,1,1,0,0,0,1,0,1
Protallagma,0,0,0,0,1,0,1,1,1,1
Protolestes,0,0,0,0,1,0,1,0,0,1
Protonemura,0,0,1,0,0,0,0,1,0,0
Protoneura,0,0,0,0,1,0,1,1,1,1
Protoptila,0,1,0,1,0,0,0,1,0,0
Protorthemis,0,0,0,0,1,0,1,1,1,1
Protosticta,0,0,1,1,0,0,0,0,0,1
Psaironeura,0,0,0,0,1,0,1,1,1,1
Pseudagrion,0,0,0,0,1,0,1,1,1,1
Pseudiron,0,0,0,0,1,0,0,0,1,1
Pseudocentroptiloides,0,1,0,1,0,0,1,1,0,1
Pseudocentroptilum,0,1,0,1,0,0,1,1,0,1
Pseudocloeon,0,1,0,1,0,0,1,1,0,1
Pseudocopera,0,0,0,0,1,0,0,0,1,0
Pseudocordulia,0,0,0,0,0,0,0,0,0,0
Pseudoeconesus,0,0,1,1,0,0,0,1,0,0
Pseudogoera,0,0,1,0,1,1,0,0,1,0
Pseudoleon,0,0,0,0,1,0,1,1,1,0
Pseudolestes,0,0,0,0,1,0,0,0,0,0
Pseudoneureclipsis,1,0,0,0,1,0,0,1,0,0
Pseudopsilopteryx,0,0,1,1,1,0,0,1,1,0
Pseudoradema,0,0,0,0,1,0,0,1,0,0
Pseudostenophylax,0,1,1,0,0,0,0,0,1,0
Pseudostigma,0,0,0,0,1,0,1,1,1,1
Pseudothemis,0,0,0,0,1,0,1,1,1,0
Psilochorema,0,0,0,0,1,0,0,1,0,0
Psilopterna,0,0,1,1,0,0,1,0,1,0
Psilopteryx,0,0,1,1,0,0,1,0,1,0
Psilotreta,0,1,1,0,0,1,0,0,1,0
Psolodesmus,0,0,0,0,1,0,1,0,0,1
Psychoglypha,0,1,1,1,0,0,0,1,1,0
Psychomyia,1,1,0,1,0,0,0,1,0,0
Psychoronia,0,0,1,1,1,0,0,1,1,0
Psyllobetina,0,0,0,0,1,0,0,1,0,0
Pteronarcella,0,1,1,1,1,0,0,1,1,0
Pteronarcys,0,1,1,1,1,0,0,1,1,1
Ptilocolepus,0,0,0,0,1,0,1,0,0,0
Ptilostomis,0,0,1,0,1,0,1,0,0,0
Ptychobiosis,0,0,0,0,1,0,0,1,0,0
Pycnocentrella,0,0,1,1,0,0,0,1,0,0
Pycnocentria,0,0,1,1,0,0,0,1,0,0
Pycnocentrodes,0,0,1,1,0,0,0,1,0,0
Pycnopsyche,0,1,1,0,0,0,1,0,1,0
Pyrrhargiolestes,0,0,0,0,0,0,0,0,0,0
Pyrrhosoma,0,0,0,0,1,0,1,1,1,0
Rakiura,0,1,0,1,0,1,0,1,0,0
Rallidens,0,0,0,0,0,0,0,0,0,0
Raphismia,0,0,0,0,1,0,1,0,1,0
Raptobaetopus,0,1,0,1,0,0,1,1,0,1
Remartinia,0,0,0,0,1,0,1,1,0,0
Remenus,0,0,0,0,1,0,0,1,0,0
Reriomyia,0,0,0,0,0,0,0,0,0,0
Rhabdiopteryx,0,0,1,0,0,0,0,1,0,0
Rhadicoleptus,0,0,1,1,1,0,0,1,1,0
Rhadinosticta,0,0,1,1,0,0,0,1,0,0
Rheochorema,0,0,0,0,1,0,0,1,0,0
Rhigotopus,0,1,1,0,0,0,0,1,1,0
Rhinagrion,0,0,1,1,0,0,0,0,0,1
Rhinocypha,0,0,1,1,0,0,0,0,0,1
Rhinoneura,0,0,0,0,0,0,0,0,0,0
Rhionaeschna,0,0,0,0,1,0,1,1,0,1
Rhipidolestes,0,0,1,1,0,0,0,0,0,1
Rhithrogena,0,1,0,1,0,0,0,1,0,0
Rhodischnura,0,0,0,0,0,0,0,0,0,0
Rhodopygia,0,0,1,1,0,0,0,0,0,1
Rhodothemis,0,0,1,1,0,0,0,0,0,1
Rhoenanthus,0,1,0,0,0,0,0,1,1,0
Rhopalopsole,0,0,1,0,0,0,0,1,0,0
Rhopyscelis,0,0,0,0,0,0,0,0,0,0
Rhyacophila,0,1,1,1,1,0,0,1,1,1
Rhyacopsyche,0,0,0,0,1,0,1,0,0,0
Rhyothemis,0,0,0,0,1,0,1,1,1,0
Rialla,0,0,0,0,1,0,1,0,1,0
Rickera,0,0,0,0,1,0,0,1,0,0
Riekoperla,0,0,0,0,1,0,0,1,0,0
Rimanella,0,0,1,1,0,0,0,0,0,1
Risiocnemis,0,0,1,1,0,0,0,0,0,1
Risiophlebia,0,0,0,0,1,0,1,0,1,0
Rivudiva,0,1,0,1,0,0,1,1,0,1
Rizeiella,0,0,1,1,0,0,1,0,1,0
Rondophlebia,0,0,0,0,0,0,0,0,0,0
Sapho,0,0,0,0,1,0,1,0,0,0
Sarasaeschna,0,0,0,0,1,0,1,1,0,0
Scalmogomphus,0,0,0,0,1,1,0,1,0,1
Scapanea,0,0,0,0,1,0,1,1,1,0
Schistolobos,0,0,0,0,1,0,1,1,0,0
Schizopelex,0,1,1,0,0,1,0,0,1,0
Scopura,0,0,0,0,0,0,0,0,0,0
Scutoptilum,0,1,0,1,0,0,1,1,0,1
Secochela,0,1,1,0,0,0,0,1,1,0
Selysiothemis,0,0,0,0,1,0,1,1,1,1
Semblis,0,0,1,0,1,0,1,0,0,0
Senzilloides,0,0,0,0,0,0,0,0,0,0
Sericostoma,0,1,1,0,0,1,0,0,1,0
Sericostriata,0,1,0,1,0,0,0,1,0,0
Serratella,0,1,1,0,0,0,0,1,1,1
Setodes,0,1,0,0,1,1,1,1,1,1
Setvena,0,0,0,0,1,0,0,1,0,0
Shaogomphus,0,0,0,0,1,1,0,1,0,0
Shipsa,0,0,1,0,0,0,0,1,0,1
Sieboldius,0,0,0,0,1,1,0,1,0,0
Sierraperla,0,0,1,0,0,0,0,1,0,0
Silo,0,0,0,0,0,0,0,0,0,0
Silonella,0,0,0,0,0,0,0,0,0,0
Similicloeon,0,0,0,0,0,0,0,0,0,0
Simothraulodes,0,0,0,0,0,0,0,0,0,0
Simothraulopsis,0,0,0,0,0,0,0,0,0,0
Sinhalestes,0,0,0,0,1,0,1,1,0,1
Sinictinogomphus,0,0,0,0,0,0,0,0,0,0
Sinogomphus,0,0,0,0,0,0,0,0,0,0
Sinolestes,0,0,0,0,1,0,0,0,0,0
Sinosticta,0,0,0,0,0,0,0,0,0,0
Siphlaenigma,0,0,0,0,0,0,0,0,0,0
Siphlonella,0,0,0,0,0,0,0,0,0,0
Siphlonurus,0,0,0,0,0,0,0,0,0,0
Siphloplecton,0,0,0,0,0,0,0,0,0,0
Siphluriscus,0,0,0,0,0,0,0,0,0,0
Siphonoperla,0,0,0,0,0,0,0,0,0,0
Skwala,0,0,0,0,0,0,0,0,0,0
Smicridea,0,0,0,0,0,0,0,0,0,0
Smicrophylax,0,0,0,0,0,0,0,0,0,0
Somatochlora,0,0,0,0,0,0,0,0,0,0
Soyedina,0,0,0,0,0,0,0,0,0,0
Spaniocerca,0,0,0,0,0,0,0,0,0,0
Spaniocercoides,0,0,0,0,0,0,0,0,0,0
Spaniophlebia,1,0,0,0,0,1,0,0,0,0
Sparbarus,0,0,0,0,0,0,0,0,0,0
Spesbona,0,0,0,0,1,0,0,0,0,0
Sphagnophylax,0,0,0,0,0,0,0,0,0,0
Spinaeschna,0,0,0,0,0,0,0,0,0,0
Spiritiops,0,0,0,0,0,0,0,0,0,0
Stactobia,0,0,0,0,0,0,0,0,0,0
Stactobiella,0,0,0,0,0,0,0,0,0,0
Staurophlebia,0,0,0,0,0,0,0,0,0,0
Stavsolus,0,0,0,0,0,0,0,0,0,0
Stenacron,0,0,0,0,0,0,0,0,0,0
Stenocypha,0,0,0,0,1,0,0,0,0,0
Stenogomphurus,0,0,0,0,1,1,0,0,0,0
Stenonema,0,0,0,0,1,0,0,0,1,1
Stenoperla,0,0,0,0,0,0,0,0,0,0
Stenophylax,0,0,0,0,0,0,0,0,0,0
Stenopsyche,0,0,0,0,0,0,0,0,0,0
Stenopsychodes,0,0,0,0,0,0,0,0,0,0
Strophopteryx,0,0,1,1,0,1,0,1,0,0
Stylogomphus,0,0,0,0,0,0,0,0,0,0
Stylurus,0,0,0,0,0,0,0,0,0,0
Sucio,0,0,0,0,0,0,0,0,0,0
Sundacypha,0,0,0,0,0,0,0,0,0,0
Susulus,0,0,1,0,1,0,0,1,0,1
Suwallia,0,0,0,0,0,0,0,0,0,0
Sweltsa,0,0,0,0,0,0,0,0,0,0
Sympecma,0,0,0,0,0,0,0,0,0,0
Sympetrum,0,0,0,0,0,0,0,0,0,0
Symphitoneuria,0,0,0,0,0,0,0,0,0,0
Synagapetus,0,0,0,0,0,0,0,0,0,0
Syncordulia,0,0,0,0,0,0,0,0,0,0
Synlestes,0,0,0,0,0,0,0,0,0,0
Synoestropsis,0,0,0,0,0,0,0,0,0,0
Synthemiopsis,0,0,0,0,0,0,0,0,0,0
Synthemis,0,0,0,0,0,0,0,0,0,0
Tachopteryx,0,0,0,0,0,0,0,0,0,0
Taenionema,0,0,0,0,0,0,0,0,0,0
Taeniopteryx,0,0,0,0,0,0,0,0,0,0
Tamasia,0,0,0,0,0,0,0,0,0,0
Tanjilana,0,0,0,0,0,0,0,0,0,0
Tanjistomella,0,0,0,0,0,0,0,0,0,0
Tanypteryx,0,0,0,0,0,0,0,0,0,0
Tapajobaetis,0,0,0,0,0,0,0,0,0,0
Taraperla,0,0,0,0,0,0,0,0,0,0
Taschorema,0,0,0,0,0,0,0,0,0,0
Tasiagma,0,0,0,0,0,0,0,0,0,0
Tasimia,0,0,0,0,0,0,0,0,0,0
Taskiria,0,0,0,0,0,0,0,0,0,0
Tasmanocoenis,0,0,0,0,0,0,0,0,0,0
Tasmanophlebia,0,0,0,0,0,0,0,0,0,0
Tatocnemis,0,0,0,0,0,0,0,0,0,0
Tauriphila,0,0,0,0,0,0,0,0,0,0
Teinobasis,0,0,0,0,0,0,0,0,0,0
Teinopodagrion,0,0,0,0,0,0,0,0,0,0
Telagrion,0,0,0,0,0,0,0,0,0,0
Telebasis,0,0,0,0,0,0,0,0,0,0
Telephlebia,0,0,0,0,0,0,0,0,0,0
Teloganodes,0,0,0,0,0,0,0,0,0,0
Teloganopsis,0,1,0,0,0,0,0,1,0,0
Tepakia,0,1,1,0,0,0,0,1,1,0
Terpides,0,0,0,0,0,0,0,0,0,0
Tetracanthagyna,0,0,0,0,0,0,0,0,0,0
Tetrathemis,0,0,0,0,0,0,0,0,0,0
Tetropina,0,0,0,0,0,0,0,0,0,0
Teutoperla,0,0,0,0,0,0,0,0,0,0
Thalerosphyrus,0,0,0,0,0,0,0,0,0,0
Thaumatoneura,0,0,0,0,1,0,0,0,0,0
Thaumatoperla,0,0,0,0,0,0,0,0,0,0
Theliopsyche,0,0,1,0,0,0,1,0,1,0
Thermochoria,0,0,0,0,0,0,0,0,0,0
Thermorthemis,0,0,0,0,0,0,0,0,0,0
Tholymis,0,0,0,0,0,0,0,0,0,0
Thraulodes,0,0,0,0,0,0,0,0,0,0
Thraulophlebia,0,1,1,0,0,0,0,1,1,0
Thraulus,0,0,0,0,0,0,0,0,0,0
Thremma,0,0,0,0,0,0,0,0,0,0
Tibiagomphus,0,0,0,0,0,0,0,0,0,0
Tigriagrion,0,0,0,0,0,0,0,0,0,0
Tikuna,0,1,1,0,0,0,0,1,1,0
Tillyardophlebia,0,0,0,0,0,0,0,0,0,0
Timpanoga,0,1,0,0,0,0,0,1,1,0
Tinodes,0,0,0,0,0,0,0,0,0,0
Tiphobiosis,0,0,1,0,1,0,1,0,0,1
Togoperla,0,0,0,0,0,0,0,0,0,0
Tomedontus,0,0,0,0,0,0,0,0,0,0
Tonyosynthemis,0,0,0,0,0,0,0,0,0,0
Torleya,0,0,0,0,0,0,0,0,0,0
Tortopsis,1,1,0,0,0,1,0,0,0,0
Tortopus,1,0,0,0,0,1,0,0,0,0
Tragogomphus,0,0,0,0,0,0,0,0,0,0
Tramea,0,0,0,0,0,0,0,0,0,0
Traverella,0,0,0,0,0,0,0,0,0,0
Traverhyphes,0,0,0,0,0,0,0,0,0,0
Traverina,0,0,0,0,0,0,0,0,0,0
Triacanthagyna,0,0,0,0,0,0,0,0,0,0
Triaenodes,0,0,0,0,0,0,0,0,0,0
Trianodes,0,0,0,0,0,0,0,0,0,0
Tricholeiochiton,0,0,0,0,0,0,0,0,0,0
Trichosetodes,0,0,0,0,0,0,0,0,0,0
Trichostegia,0,0,0,0,0,0,0,0,0,0
Tricorythodes,0,0,0,0,0,0,0,0,0,0
Tricorythopsis,0,0,0,0,0,0,0,0,0,0
Tricorythus,0,0,0,0,0,0,0,0,0,0
Trigomphus,0,0,0,0,0,0,0,0,0,0
Trinotoperla,0,0,0,0,0,0,0,0,0,0
Triplectides,0,0,0,0,0,0,0,0,0,0
Trithemis,0,0,0,0,0,0,0,0,0,0
Trithetrum,0,0,0,0,0,0,0,0,0,0
Triznaka,0,0,0,0,0,0,0,0,0,0
Tuberculobasis,0,0,0,0,0,0,0,0,0,0
Tupiara,0,1,0,0,0,0,0,1,0,1
Turquinophlebia,0,0,0,0,0,0,0,0,0,0
Tyriobapta,0,0,0,0,0,0,0,0,0,0
Tyrrhenoleuctra,0,0,0,0,0,0,0,0,0,0
Udamocercia,0,0,0,0,0,0,0,0,0,0
Uenoa,0,1,0,1,0,0,0,1,0,0
Ulmeritoides,0,0,0,0,0,0,0,0,0,0
Ulmeritus,0,0,0,0,0,0,0,0,0,0
Ulmerochorema,0,0,0,0,0,0,0,0,0,0
Ulmerophlebia,0,0,0,0,0,0,0,0,0,0
Umma,0,0,0,0,0,0,0,0,0,0
Uracanthella,0,0,0,0,0,0,0,0,0,0
Uracis,0,0,0,0,0,0,0,0,0,0
Uropetala,0,0,0,0,0,0,0,0,0,0
Urothemis,0,0,0,0,0,0,0,0,0,0
Utacapnia,0,0,0,0,0,0,0,0,0,0
Utaperla,0,0,0,0,0,0,0,0,0,0
Vacupernius,0,0,0,0,0,0,0,0,0,0
Varipes,0,0,0,0,0,0,0,0,0,0
Verger,0,0,0,0,0,0,0,0,0,0
Vestalis,0,0,0,0,0,0,0,0,0,0
Vietnamella,0,0,0,0,0,0,0,0,0,0
Viridithemis,0,0,0,0,0,0,0,0,0,0
Visoka,0,0,0,0,0,0,0,0,0,0
Waltzoyphius,0,0,0,0,0,0,0,0,0,0
Williamsonia,0,0,0,0,0,0,0,0,0,0
Wormaldia,0,0,0,0,0,0,0,0,0,0
Wundacaenis,0,0,0,0,0,0,0,0,0,0
Xanthagrion,0,0,0,0,0,0,0,0,0,0
Xanthocnemis,0,0,0,0,0,0,0,0,0,0
Xanthoperla,0,0,0,0,0,0,0,0,0,0
Xiphiagrion,0,0,0,0,1,0,1,0,1,0
Xiphocentron,0,0,0,0,0,0,0,0,0,0
Yaurina,0,1,0,1,0,0,0,1,1,0
Ylodes,0,0,0,0,0,0,0,0,0,0
Yoraperla,0,0,0,0,0,0,0,0,0,0
Yugus,0,0,1,0,1,0,0,1,0,1
Zapada,0,0,0,0,0,0,0,0,0,0
Zelandobius,0,0,0,0,0,0,0,0,0,0
Zelandoperla,0,0,0,0,0,0,0,0,0,0
Zelandopsyche,0,0,0,0,0,0,0,0,0,0
Zelandoptila,1,0,0,1,0,0,0,1,0,0
Zelolessica,0,0,0,0,0,0,0,0,0,0
Zelusia,0,0,0,0,0,0,0,0,0,0
Zenithoptera,0,0,0,0,0,0,0,0,0,0
Zephlebia,0,0,0,0,0,0,0,0,0,0
Zephyrogomphus,0,0,0,0,0,0,0,0,0,0
Zoniagrion,0,0,0,0,0,0,0,0,0,0
Zonophora,0,0,0,0,0,0,0,0,0,0
Zosteraeschna,0,0,0,0,0,0,0,0,0,0
Zumatrichia,0,0,0,0,0,0,0,0,0,0
Zwicknia,0,0,0,0,0,0,0,0,0,0
Zygonoides,0,0,0,0,0,0,0,0,0,0
Zygonyx,0,0,0,0,0,0,0,0,0,0
Zyxomma,0,0,0,0,0,0,0,0,0,0
