,Assemblage,qTD,Taxonomic Observed,Proportion
368,6040709820,55.3454204,21.89940141,0.395685881
267,4041144860,59.93211707,29.79617445,0.497165392
420,7040043100,49.69572245,25.62904243,0.515719285
242,4040046100,19.10678527,10.10976656,0.52911918
331,6040013420,32.12857043,17.3992184,0.541549723
365,6040345000,27.5353148,14.9546088,0.543106513
208,3040483880,54.13485105,30.19485483,0.557771089
187,2040292690,23.85348179,14.13609701,0.592621955
367,6040527680,18.83084396,11.20553054,0.595062578
399,7040019200,22.15583269,13.45092318,0.607105288
323,6040005190,29.41910589,17.87519192,0.607604867
273,5040017040,19.22768087,11.77559276,0.612429176
220,4040012780,26.1906536,16.11564348,0.615320401
229,4040023810,31.22840909,19.31260547,0.618430654
400,7040020100,50.09492877,31.13488185,0.621517639
48,1041174950,28.61933275,17.83992899,0.623352373
151,2040067740,31.80195832,19.89406575,0.625561029
139,2040041840,27.05347749,17.00123394,0.628430631
266,4041128330,50.22877789,32.04359293,0.637952868
443,7040050650,32.44932486,20.78306744,0.640477653
356,6040102330,33.80116207,21.68061105,0.641416144
466,7040282720,60.97641544,39.79738526,0.652668494
38,1040040320,20.12351528,13.25296367,0.658580943
488,7040607990,57.29160421,38.05796857,0.664285266
212,4040000890,34.39121643,23.28189257,0.676972058
228,4040023060,43.86646053,30.42497558,0.69358173
372,6040814830,55.85510684,38.77029549,0.694122663
374,6040870380,16.66883566,11.63159121,0.697804661
41,1040041020,20.44623157,14.38247922,0.703429342
148,2040065840,14.8447029,10.46885472,0.705224941
342,6040019090,11.20070561,7.962184417,0.710864538
354,6040084750,34.50107665,24.77213683,0.718010544
509,8040183760,15.67088463,11.37759912,0.726034259
180,2040085730,15.06084069,10.96491254,0.728041201
439,7040049280,19.77579308,14.41333642,0.72883734
259,4040839030,24.89170296,18.47023775,0.742023869
26,1040029710,12.06572907,9.03100077,0.748483637
347,6040026990,7.612421204,5.710590413,0.750167425
241,4040045780,28.49493502,21.48741082,0.754078253
506,8040009560,26.49652546,20.0719315,0.757530701
238,4040031830,20.89301825,15.8297024,0.757655127
502,8040002270,21.63503847,16.42405087,0.759141283
40,1040040520,17.56595079,13.40067273,0.762877734
320,6040000010,43.60469429,33.5492588,0.769395574
269,5040000010,47.68137539,36.9236976,0.774384071
503,8040007180,8.979240632,6.96985129,0.776218344
467,7040282770,41.68909714,32.37234413,0.776518235
337,6040015950,21.965605,17.11305265,0.779084057
176,2040085690,16.76428471,13.07692928,0.780046958
358,6040239820,29.09406514,22.75545562,0.782133934
152,2040068680,30.75271675,24.10605,0.783867331
239,4040037060,13.19862193,10.36763901,0.785509204
369,6040752460,19.69090953,15.59646999,0.792064479
224,4040015010,52.39328456,41.64962674,0.794942083
435,7040048310,19.13954566,15.2258809,0.795519453
307,5040076890,15.51824494,12.35833991,0.796374845
512,8040307300,60.0732501,47.88585383,0.797124407
233,4040027790,13.18920292,10.53682537,0.798897813
17,1040020580,30.49352711,24.55625568,0.805294041
283,5040056740,18.91569529,15.25005901,0.806211919
332,6040013430,36.28755001,29.29735105,0.807366467
2,1040009450,37.94969751,30.71223657,0.809288047
401,7040021740,41.32566553,33.60155902,0.813091782
80,2040005130,20.83112038,17.04524625,0.818258737
316,5040533380,13.02945816,10.66289367,0.818368158
373,6040870370,28.11843895,23.11429444,0.822033345
222,4040013000,9.308725024,7.6541086,0.822251015
277,5040038940,12.53959505,10.31084975,0.822263375
294,5040065600,16.31311285,13.44388323,0.824115137
249,4040169400,18.66780956,15.47596014,0.829018535
68,1041620260,12.60222103,10.45822248,0.829871374
150,2040066030,16.21212989,13.45633699,0.830016603
219,4040012770,29.64267248,24.72646286,0.834150932
325,6040005500,56.23140715,46.98752717,0.835610018
252,4040298550,16.94255784,14.18485368,0.837232124
507,8040141480,24.10150299,20.20355567,0.838269534
162,2040072920,14.24911351,11.95981697,0.839337617
42,1040601190,14.35943011,12.06269229,0.840053693
251,4040234270,11.65302252,9.795194467,0.840571144
191,2040363700,14.23537619,11.98881345,0.842184519
464,7040194860,33.25808071,28.01316433,0.842296481
511,8040252760,21.40071226,18.04176421,0.843045035
451,7040070790,16.60689906,14.00830707,0.843523347
184,2040288980,19.58523693,16.52573119,0.843785104
286,5040057330,13.40078891,11.34535663,0.846618561
440,7040049990,30.58934385,26.0076912,0.85022063
392,7040014210,49.96800254,42.53794586,0.851303708
363,6040285930,65.76942546,56.04254947,0.852106417
330,6040012800,17.09238759,14.60328031,0.854373342
189,2040309610,23.37835265,20.00020532,0.855501053
43,1040601200,17.12428065,14.71561229,0.859341924
360,6040262220,61.34245398,52.71709838,0.859390112
278,5040041880,23.32854138,20.07686524,0.860613825
288,5040059440,15.43663143,13.29108429,0.861009369
460,7040073830,38.21535944,32.92461479,0.861554497
264,4041108500,22.38971707,19.29084073,0.86159377
35,1040040050,11.29264646,9.772453332,0.865382032
461,7040073870,25.58139064,22.14950842,0.865844579
247,4040050300,7.119554277,6.180278487,0.868070984
207,3040481930,26.88829505,23.34677434,0.868287643
359,6040262110,89.85107885,78.02836377,0.868418774
32,1040035590,10.81063407,9.418643186,0.871238739
248,4040095270,43.20551157,37.6494091,0.871402924
390,7040014050,49.46585448,43.21843782,0.873702441
36,1040040200,12.52805859,10.96924732,0.875574395
15,1040019430,21.16728893,18.54014229,0.875886484
211,3040679760,43.66895575,38.28038132,0.876604001
192,2040400100,27.60716399,24.21556424,0.877147839
275,5040022500,15.7534408,13.84740677,0.879008399
472,7040388580,57.26177784,50.34316716,0.879175762
290,5040061660,11.84484882,10.42533217,0.880157471
348,6040029280,12.01359981,10.57470677,0.880227987
183,2040085990,13.56269754,11.96500512,0.88219951
3,1040011660,10.42423552,9.197777047,0.882345476
499,8040000810,19.70586348,17.43343421,0.884682583
231,4040027100,20.86443663,18.51441065,0.887366909
336,6040015940,21.79620883,19.35065044,0.88779891
313,5040491510,14.5396828,12.93802525,0.889842332
498,7040741770,36.94710843,32.9916563,0.89294285
223,4040015000,57.280337,51.35447908,0.896546385
482,7040426310,22.33397593,20.02402561,0.896572365
349,6040032290,67.99857632,60.99606083,0.897019675
53,1041438780,19.74574497,17.74162181,0.898503543
244,4040047500,19.78775565,17.82094173,0.900604497
444,7040050920,35.91574851,32.35742067,0.900925694
508,8040176200,43.67980493,39.353559,0.900955466
265,4041108580,40.99537765,37.08182464,0.904536725
171,2040085500,14.12247407,12.77722605,0.904744167
459,7040073780,41.41739648,37.49731858,0.9053519
276,5040031240,24.64609735,22.32698859,0.905903611
339,6040016760,35.98993477,32.64212339,0.906979232
510,8040219290,15.95251712,14.48286647,0.907873432
326,6040007010,39.27346898,35.7680662,0.910743745
149,2040065960,15.35262143,13.99031798,0.911265743
333,6040013750,24.25513002,22.12936637,0.912358184
51,1041431480,19.27639324,17.59381113,0.912712815
335,6040014330,48.42668791,44.21068172,0.912940439
25,1040029700,23.20275175,21.1853638,0.913053935
63,1041533130,16.33869893,14.93758775,0.914245854
462,7040192420,27.19644316,24.96470556,0.917940093
504,8040007190,10.53001781,9.675374744,0.918837453
250,4040223160,11.27413917,10.36057171,0.918967875
306,5040076530,7.594534118,6.98125266,0.919246994
181,2040085930,17.16890582,15.79210458,0.919808446
216,4040007410,47.17728812,43.39673035,0.919864877
428,7040047060,18.92625966,17.41004984,0.919888565
22,1040028960,11.08766123,10.20222045,0.92014179
299,5040069600,19.65277181,18.15042969,0.923555713
501,8040002260,37.51993027,34.72796407,0.925587117
73,2040003550,39.40719277,36.51393126,0.92658037
33,1040036860,8.710290029,8.072376332,0.926763208
479,7040395340,51.01883241,47.30115051,0.927131184
404,7040024600,11.6930855,10.85154996,0.928031353
489,7040608130,48.81401094,45.34466735,0.928927299
94,2040018460,24.22062698,22.51572808,0.92960963
177,2040085700,12.74873626,11.87892699,0.931772902
355,6040102250,53.7133366,50.19068876,0.934417631
292,5040064130,17.01624626,15.9148691,0.935274964
62,1041515780,19.72021878,18.4478196,0.935477431
253,4040484760,12.05649718,11.28027366,0.935617824
194,2040491970,14.55235135,13.61677032,0.935709288
10,1040014920,14.83102317,13.89431657,0.936841404
172,2040085590,20.11705632,18.87950275,0.938482373
29,1040034270,7.298911954,6.853225448,0.938937953
158,2040070510,15.94570595,14.97240373,0.938961484
24,1040029430,23.51396833,22.09071809,0.939472138
111,2040026070,13.18236755,12.40353627,0.94091871
186,2040292580,9.24932717,8.710555444,0.941750171
56,1041472430,23.89858194,22.52191794,0.942395578
173,2040085620,11.45715196,10.80148174,0.942771972
4,1040011670,26.31385165,24.80922824,0.9428201
296,5040068450,32.30678507,30.48006914,0.943457205
442,7040050640,30.96247089,29.23722729,0.944279525
317,5040533450,7.561172739,7.147876127,0.945339615
366,6040527670,19.32733988,18.32578087,0.948179158
240,4040039450,30.65197458,29.06900122,0.948356562
426,7040046600,37.53283418,35.6024605,0.948568401
232,4040027780,25.1169862,23.86938619,0.950328435
193,2040416390,26.37514898,25.09249432,0.951368818
47,1041156960,41.05024316,39.05647579,0.951431046
34,1040036870,19.95831138,18.9927507,0.951621124
376,7040005410,19.25331441,18.37194425,0.954222419
55,1041472390,19.65681459,18.75701899,0.95422475
329,6040009770,28.05462491,26.7983796,0.955221454
389,7040014040,53.63524575,51.29045921,0.95628273
178,2040085710,6.948618804,6.645733316,0.956410692
402,7040024300,7.2047492,6.898681973,0.957518684
225,4040015090,12.76985064,12.23252665,0.957922453
159,2040070520,30.72382339,29.44859575,0.958493849
182,2040085960,23.7918525,22.88441821,0.961859452
157,2040070060,17.60022177,16.93911493,0.962437585
19,1040023310,27.80197504,26.7751206,0.963065414
352,6040075390,31.34009871,30.19337074,0.963410199
353,6040075410,16.0368006,15.45256902,0.963569318
153,2040068720,21.31318696,20.54051431,0.963746734
441,7040050000,29.36264887,28.34472366,0.96533265
344,6040025140,28.84599831,27.85150286,0.965523972
491,7040612840,45.92628941,44.35639205,0.965817022
487,7040585120,58.47451543,56.55424681,0.967160589
345,6040025420,30.79572059,29.79086069,0.967370145
340,6040016970,21.73815045,21.04009454,0.96788798
50,1041259950,20.18457932,19.5461005,0.96836799
21,1040026800,15.10028283,14.64376575,0.969767647
456,7040073690,27.01921587,26.20763024,0.969962651
260,4040960200,25.75106572,24.98297936,0.970172638
170,2040084130,9.016142424,8.750739692,0.970563605
136,2040039400,32.77677271,31.83291454,0.971203444
285,5040057320,17.22797817,16.73537843,0.971406991
405,7040024830,9.004961988,8.748803674,0.971553649
311,5040087630,7.612633341,7.396576853,0.971618692
254,4040545530,11.41363404,11.09380522,0.971978353
314,5040511570,21.57941208,20.98873506,0.972627752
378,7040006390,24.61181523,23.97738321,0.974222462
163,2040072930,13.17415896,12.83564034,0.974304347
385,7040013170,19.68689838,19.19160351,0.974841397
492,7040632220,19.76807957,19.31572659,0.977117
45,1040873640,22.57440702,22.06984887,0.977649107
75,2040004130,29.40327551,28.75350724,0.977901501
190,2040315940,35.00297633,34.24266796,0.978278751
143,2040048590,9.487561409,9.283226838,0.978462899
300,5040069960,26.01527477,25.48258216,0.979523852
268,4041144880,22.05126252,21.61086986,0.980028687
221,4040012990,39.32487452,38.56103275,0.980576117
357,6040239720,61.42385257,60.32093983,0.982044227
505,8040008390,20.646338,20.27624597,0.982074689
381,7040007390,27.27399043,26.82206897,0.983430314
77,2040004280,16.93515268,16.67918779,0.984885587
427,7040046750,29.01596484,28.57986283,0.984970274
79,2040005120,27.10188986,26.71441691,0.985703102
27,1040029810,34.4703333,33.98135493,0.985814516
210,3040679750,35.5955244,35.11681156,0.986551319
137,2040039590,17.47933691,17.24629738,0.986667713
406,7040033480,31.05911529,30.65854406,0.987102941
274,5040017830,27.23759392,26.89623517,0.987467368
447,7040054670,24.16173664,23.86930338,0.987896844
113,2040026560,35.33206195,34.92718202,0.988540722
174,2040085630,9.273523887,9.169329909,0.98876436
217,4040009890,47.44418743,46.92496137,0.989056066
328,6040008320,62.32251282,61.66057863,0.989378891
454,7040073630,61.8959149,61.24324966,0.989455439
154,2040069150,29.94450255,29.63501049,0.989664478
338,6040016720,14.5992406,14.45501165,0.99012079
161,2040072590,9.021052771,8.945959363,0.99167576
96,2040018840,53.59513674,53.15383895,0.991766085
197,2040543090,37.8482425,37.57835589,0.992869243
398,7040019010,7.572480209,7.524446285,0.993656778
206,3040386960,47.91407634,47.66761809,0.994856245
169,2040081260,8.797436719,8.752454587,0.994886905
116,2040027320,26.95980777,26.83860392,0.995504276
255,4040627620,22.86743241,22.78724563,0.996493407
486,7040585110,57.45160798,57.28130389,0.997035695
318,5040591010,6.818040576,6.802609478,0.997736725
346,6040026140,7.601300544,7.592955395,0.998902142
362,6040280410,92.78920295,92.74847323,0.999561051
411,7040039630,37.82897735,37.81746031,0.99969555
202,2040816320,28.78079221,28.77312971,0.999733763
364,6040285990,58.06188367,58.06961225,1.000133109
361,6040280400,86.44237117,86.46823441,1.000299196
257,4040773260,45.767285,45.78763203,1.000444576
78,2040004290,22.39552728,22.41152282,1.000714229
60,1041478080,13.37179701,13.39918076,1.002047873
271,5040011800,12.18627718,12.21152798,1.002072068
270,5040007690,30.48545213,30.54942698,1.002098537
83,2040007930,31.47744943,31.54572703,1.002169096
304,5040073410,7.808200694,7.825681048,1.002238717
403,7040024580,41.86989555,41.97361717,1.002477236
470,7040379310,57.13985908,57.28987375,1.002625395
135,2040039390,45.59217033,45.72957779,1.003013839
1,1040008480,19.39885286,19.4618494,1.003247436
272,5040014020,14.40304182,14.4511745,1.003341841
455,7040073660,18.73430514,18.80418057,1.003729811
85,2040008490,31.6746433,31.81104947,1.004306479
57,1041473880,28.79429884,28.91857074,1.004315851
69,1041624310,10.93279088,10.98045894,1.0043601
305,5040073420,15.57712393,15.65195862,1.00480414
39,1040040340,8.292020881,8.337729917,1.005512412
209,3040496490,23.25016884,23.3847837,1.005789844
324,6040005490,11.55125975,11.63039044,1.006850395
500,8040000820,36.62338265,36.87506229,1.006872103
23,1040028970,24.87130605,25.05029068,1.007196431
46,1040909890,59.13089456,59.56603281,1.007358898
205,3040024310,28.50093963,28.71393241,1.007473184
421,7040043160,47.03546152,47.40242418,1.00780183
457,7040073710,19.92710278,20.08305047,1.007825909
477,7040394690,30.2549617,30.49358585,1.007887108
431,7040047860,12.09582682,12.19813171,1.008457867
458,7040073720,32.72395219,33.01036379,1.008752354
453,7040073620,56.25220506,56.75004656,1.008850169
91,2040018240,32.0928492,32.38714399,1.009170105
256,4040748300,50.46034875,50.93377865,1.009382216
287,5040057720,19.88558585,20.08096981,1.009825406
407,7040034520,50.14889389,50.67332734,1.010457528
445,7040050930,25.80331205,26.08234581,1.010813874
49,1041259940,25.39526329,25.67279688,1.010928557
465,7040194980,8.177052257,8.267600123,1.011073412
71,1041629430,14.53800155,14.70633325,1.011578737
175,2040085670,9.362300375,9.472869662,1.011810056
388,7040013560,33.34508777,33.74784082,1.012078332
382,7040007830,25.51014979,25.83107759,1.012580397
419,7040043090,34.87760721,35.32517838,1.012832623
155,2040069160,16.73332997,16.95018489,1.01295946
82,2040006600,17.9823043,18.22276254,1.013371937
81,2040005690,19.82289797,20.10454082,1.014207956
14,1040018120,19.80785037,20.09022352,1.014255618
371,6040814820,54.29158989,55.09408727,1.014781247
70,1041629370,18.21768023,18.49046877,1.014973835
203,2040816870,14.37969471,14.59646349,1.015074645
423,7040045890,53.12451097,53.935784,1.015271162
394,7040014930,31.28492572,31.77096979,1.015536047
204,2040828790,16.38883852,16.65049103,1.015965287
6,1040012690,13.97433349,14.19885132,1.016066443
258,4040783120,44.30796823,45.02989661,1.016293421
289,5040059450,24.67575107,25.08141568,1.016439808
343,6040025130,29.82220462,30.31744089,1.016606293
160,2040071700,11.88868451,12.08928837,1.016873512
297,5040068460,29.27966934,29.77461597,1.016904106
95,2040018470,21.51471578,21.89417526,1.017637206
74,2040003560,44.45810211,45.24909284,1.017791824
474,7040392520,60.71389284,61.79847475,1.017863818
322,6040000750,44.24901486,45.0657894,1.018458593
185,2040289120,11.27417654,11.49621007,1.019693992
93,2040018370,10.70993628,10.92637547,1.020209195
188,2040309560,10.05025639,10.25502673,1.020374638
327,6040007960,48.17136102,49.15820877,1.020486192
312,5040491370,5.760435696,5.878903956,1.020565851
284,5040056750,15.08023214,15.40184527,1.021326803
52,1041431680,21.39121029,21.85293106,1.021584602
11,1040014930,19.56595476,19.98865602,1.021603917
449,7040064730,15.31698087,15.65132007,1.021828009
262,4040975160,32.11122454,32.84877023,1.02296847
246,4040050240,11.62944608,11.90093014,1.023344539
226,4040017030,35.73406055,36.580665,1.023691806
234,4040027940,24.17194839,24.76272717,1.024440677
293,5040064140,22.4286547,22.98869212,1.024969729
298,5040069590,27.80549835,28.50285076,1.025079659
201,2040785900,23.86047982,24.4657741,1.025368068
261,4040960480,19.22144457,19.74724502,1.027354887
179,2040085720,16.87023618,17.34090004,1.027899068
263,4041043580,59.84648932,61.53125139,1.028151393
54,1041438860,23.66891572,24.34538057,1.028580306
424,7040045900,31.84325204,32.75638352,1.028675824
200,2040555780,42.4333934,43.65175046,1.028712223
141,2040046500,41.53491754,42.72748136,1.028712319
84,2040007940,15.26026985,15.69900753,1.028750322
483,7040426320,25.70436681,26.45004131,1.029009643
108,2040024180,11.47005377,11.80379176,1.029096462
123,2040029950,50.48244484,51.96085788,1.029285686
379,7040006400,14.86304593,15.30634969,1.029825902
391,7040014200,64.09241836,66.05619496,1.030639764
377,7040005420,22.57220402,23.26710548,1.030785716
478,7040395190,63.47718209,65.43457444,1.030836157
282,5040056470,11.30548325,11.65480226,1.030898194
412,7040039870,54.87901301,56.58525471,1.031090969
351,6040040460,22.29262411,23.00696345,1.032043753
302,5040070700,25.72208073,26.59112487,1.033785919
495,7040707710,23.35484526,24.14575826,1.03386505
425,7040046590,57.00424606,58.95119175,1.034154398
383,7040007840,21.33678184,22.07522577,1.034608965
166,2040077470,7.297219956,7.558302409,1.035778345
386,7040013180,21.66183624,22.44722857,1.03625696
341,6040016980,13.12211224,13.59957196,1.036385889
37,1040040240,15.41846954,15.98104887,1.036487365
12,1040015030,15.3549142,15.91983477,1.036790865
395,7040014940,37.26688569,38.66026478,1.037389201
415,7040041060,20.01152031,20.77103429,1.037953837
418,7040042040,36.18790252,37.57043213,1.038204193
44,1040837890,21.89160108,22.72844099,1.038226529
468,7040374800,27.96621189,29.03588133,1.038248635
429,7040047070,33.02375507,34.31297783,1.039039254
7,1040012810,26.96394978,28.0214188,1.039217882
480,7040402320,31.73826308,32.98596812,1.039312329
236,4040028760,23.19724688,24.11106894,1.039393557
476,7040394680,43.46195852,45.17461637,1.039405906
147,2040059370,18.94296034,19.69907928,1.039915563
473,7040388740,67.28222319,69.99190613,1.040273386
397,7040016270,16.01356329,16.66855798,1.040902495
215,4040005060,39.45739341,41.07242758,1.040931091
380,7040007380,32.64726437,33.98822302,1.04107415
393,7040014250,34.44611709,35.87890837,1.041595146
469,7040374950,44.74742696,46.6390091,1.042272422
98,2040019150,31.5873086,32.95396037,1.04326585
414,7040041050,66.68158658,69.64915063,1.044503501
218,4040012290,23.19183336,24.22635198,1.044607022
416,7040041400,52.48646995,54.84305984,1.044898998
92,2040018360,33.36406662,34.86870643,1.045097614
156,2040070050,20.32026289,21.24754706,1.045633473
370,6040752470,35.54009697,37.16522222,1.045726529
168,2040079320,10.17681389,10.64409893,1.045916635
417,7040041410,31.9133914,33.37879645,1.045918186
97,2040018850,56.45719273,59.10637683,1.046923766
463,7040192560,52.20695956,54.67300913,1.047236031
315,5040524870,19.19788378,20.10574269,1.047289531
308,5040077640,7.816665814,8.188319946,1.047546376
448,7040059990,32.60934245,34.17635977,1.048054245
494,7040686540,54.01767761,56.62031733,1.048181259
321,6040000740,33.03152238,34.62976884,1.048385492
245,4040048900,28.9894621,30.3970472,1.048555061
396,7040016260,43.52509474,45.64181424,1.048632163
446,7040054660,34.02001507,35.6944811,1.049220026
334,6040013760,28.59721178,30.01059699,1.049423881
350,6040034810,16.81273327,17.64542094,1.049527204
66,1041576130,23.28520683,24.45135573,1.050081106
99,2040019160,60.08800513,63.10446748,1.05020074
118,2040028310,30.51478797,32.05927769,1.050614466
122,2040029940,49.42547287,51.96373824,1.051355409
72,2040000010,25.41202361,26.71866496,1.051418233
65,1041576090,25.25402761,26.5586445,1.051659755
164,2040073580,6.458342317,6.796143951,1.052304696
115,2040026930,25.44395434,26.78063746,1.052534409
493,7040686450,27.9634451,29.43621932,1.052667839
438,7040049270,44.3574372,46.69481609,1.052694182
243,4040046370,27.79162031,29.26383126,1.052973196
481,7040402430,28.95731081,30.49358883,1.053053201
59,1041477980,23.89817998,25.1742244,1.053395046
408,7040034530,71.57675518,75.40231993,1.053447027
103,2040022150,28.71679619,30.25238842,1.053473661
235,4040027950,18.77492634,19.78398524,1.053745026
410,7040039620,65.2196137,68.73663124,1.053925765
475,7040392650,57.25342614,60.35088882,1.054100914
384,7040008720,38.4153124,40.49910724,1.05424386
387,7040013550,53.51896066,56.45761938,1.05490874
496,7040707810,36.62033855,38.63730986,1.055077899
110,2040026060,64.36435034,67.91306313,1.055134757
120,2040028660,29.05354989,30.66492888,1.055462379
430,7040047850,24.54967328,25.91171176,1.055480921
124,2040030060,43.61058663,46.04163577,1.055744472
279,5040049720,40.34686668,42.59790351,1.05579211
227,4040018350,32.66931161,34.49662672,1.055933689
434,7040048300,25.62841646,27.06228413,1.055948352
104,2040022160,31.86039137,33.64408777,1.055984761
230,4040025460,23.92411721,25.2642425,1.056015663
471,7040379430,59.1548299,62.47221603,1.056079717
409,7040038340,43.29199428,45.72188898,1.056128038
413,7040039880,27.37143836,28.91404005,1.056358079
490,7040612640,39.89054383,42.16775471,1.057086484
497,7040741760,38.10922929,40.28497305,1.057092305
432,7040047970,25.04395238,26.48001761,1.057341797
433,7040047980,19.04192066,20.13487434,1.05739724
58,1041473950,26.17137616,27.68609774,1.057877032
76,2040004140,11.90496857,12.60080304,1.05844908
106,2040023020,30.80369486,32.61335954,1.058748299
422,7040043170,32.18195098,34.08092972,1.05900757
20,1040024080,34.48580415,36.52096226,1.059014373
138,2040041120,49.11815554,52.03588054,1.059402169
237,4040029530,32.96325078,34.92815582,1.059608958
484,7040569640,64.34254388,68.18293697,1.059686684
198,2040543160,44.43553266,47.10651246,1.060109098
295,5040067860,35.08988504,37.21645026,1.060603368
5,1040012680,24.44349541,25.92557277,1.060632791
114,2040026920,29.81762036,31.63989371,1.061113976
437,7040048420,37.03275228,39.29750609,1.061155428
86,2040008500,22.88523606,24.2850641,1.061167297
375,7040000010,32.70192669,34.71028677,1.061414121
281,5040056460,14.80765403,15.71932599,1.061567616
485,7040569650,49.95817289,53.0422402,1.061732988
145,2040054200,29.54164421,31.36656192,1.061774412
146,2040056770,26.59966203,28.25381935,1.062187156
13,1040015860,14.40765868,15.31543909,1.063006796
9,1040014500,15.33576266,16.30926856,1.063479458
319,5040591050,55.88182316,59.43710098,1.063621364
67,1041620200,11.05296688,11.75933646,1.06390769
16,1040020570,31.16693181,33.16230654,1.064022174
112,2040026550,56.5855157,60.22503859,1.064318984
450,7040065760,47.07775034,50.11709623,1.064560134
125,2040030100,56.61257882,60.27785974,1.064743225
90,2040016230,55.12981029,58.71253455,1.064987059
105,2040023010,44.0898996,46.96547403,1.065220707
144,2040048790,38.24451153,40.74112477,1.065280301
121,2040028670,40.83512194,43.51706207,1.06567729
89,2040014550,42.06988689,44.84162518,1.065884139
28,1040034260,8.443366355,9.000522247,1.065987412
199,2040548500,42.67451692,45.49134274,1.066007211
134,2040037990,45.14739611,48.13028928,1.066070104
61,1041515680,25.51395931,27.20129544,1.066133841
18,1040022430,49.4146207,52.68892108,1.066261773
88,2040012730,61.22012112,65.29672663,1.066589308
140,2040045150,29.60913594,31.58564491,1.066753348
214,4040005050,39.9842716,42.65998019,1.066919028
196,2040540100,48.62401591,51.89157023,1.067200421
301,5040069970,26.80445638,28.62012333,1.067737503
142,2040047500,46.95774633,50.14715245,1.067920766
117,2040027330,47.21918392,50.43812697,1.068170239
87,2040009230,50.36265136,53.8045547,1.068342378
309,5040082270,23.03521886,24.61452084,1.06856032
303,5040070710,64.56827347,69.00656446,1.068737954
119,2040028320,33.38241958,35.68125853,1.068863761
127,2040031060,45.58254957,48.72761318,1.068997097
100,2040020320,58.96036017,63.04844156,1.069336099
280,5040055960,16.95026344,18.13375581,1.069821473
101,2040021030,48.43344973,51.85706372,1.070686974
107,2040024170,60.72560512,65.06298239,1.071425839
213,4040003020,46.04904098,49.3646944,1.072002659
109,2040024230,41.48960019,44.48270243,1.072141024
64,1041548760,22.44098793,24.06713656,1.072463326
291,5040061670,23.90103225,25.63938171,1.072731146
132,2040033330,54.86634878,58.88697704,1.073280405
131,2040033320,54.56664863,58.58413103,1.073625236
310,5040085040,29.27558636,31.45003182,1.074275044
102,2040021040,57.2778935,61.57201483,1.074969959
129,2040031490,58.48196122,62.88879301,1.075353694
195,2040539930,69.32583441,74.55326504,1.07540379
130,2040031500,56.47517069,60.7772106,1.076175775
133,2040033480,55.51781865,59.7969855,1.077077359
128,2040031070,57.42757657,61.86500887,1.07727006
436,7040048410,31.60409377,34.13161803,1.079974584
8,1040012820,27.37572283,29.57789452,1.080442504
126,2040030110,59.84530257,64.66384087,1.080516567
165,2040075170,11.5503118,12.50261175,1.082447986
30,1040034610,5.615658996,6.087464933,1.08401613
452,7040072800,16.44202928,17.82812504,1.084301988
167,2040077580,14.64188048,16.01253916,1.093612202
31,1040034900,9.520629952,10.4602846,1.098696688
